Name,Team,NOC,Season,Year,City,Sport,Event,Medal
Thure Johan Ahlqvist,Sweden,SWE,Summer,1932,Los Angeles,Boxing,Boxing Men's Lightweight,Silver
"Sten Olov ""Olle"" hlund",Sweden,SWE,Summer,1952,Helsinki,Football,Football Men's Football,Bronze
Tontowi Ahmad,Indonesia-1,INA,Summer,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold
Arne Per hman,Sweden,SWE,Summer,1948,London,Athletics,Athletics Men's Triple Jump,Gold
Jrg Ahmann,Germany-1,GER,Summer,2000,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze
"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",United States,USA,Summer,1992,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",United States,USA,Summer,1992,Barcelona,Swimming,Swimming Women's 100 metres Butterfly,Silver
"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",United States,USA,Summer,1992,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Muhammad Akhlaq Ahmed,Pakistan,PAK,Summer,1992,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Muhammad Ashfaq Ahmed,Pakistan,PAK,Summer,1968,Mexico City,Hockey,Hockey Men's Hockey,Gold
Bashir Ahmed,Pakistan,PAK,Summer,1960,Roma,Hockey,Hockey Men's Hockey,Gold
Ishtiaq Ahmed,Pakistan,PAK,Summer,1984,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Manzoor Ahmed,Pakistan,PAK,Summer,1992,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Mushtaq Ahmed,Pakistan,PAK,Summer,1984,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Mushtaq Ahmed,Pakistan,PAK,Summer,1960,Roma,Hockey,Hockey Men's Hockey,Gold
Riaz Ahmed,Pakistan,PAK,Summer,1968,Mexico City,Hockey,Hockey Men's Hockey,Gold
Riaz Ahmed,Pakistan,PAK,Summer,1972,Munich,Hockey,Hockey Men's Hockey,Silver
Shahbaz Ahmed,Pakistan,PAK,Summer,1992,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Arthur Ahnger,Lucky Girl-1,FIN,Summer,1912,Stockholm,Sailing,Sailing Mixed 8 metres,Bronze
Peter Ahrendt,Mutafo,GER,Summer,1964,Tokyo,Sailing,Sailing Mixed Three Person Keelboat,Silver
Brigitte Ahrenholz,East Germany,GDR,Summer,1976,Montreal,Rowing,Rowing Women's Coxed Eights,Gold
"Christian ""Chris"" Ahrens",United States,USA,Summer,2004,Athina,Rowing,Rowing Men's Coxed Eights,Gold
Marlene Ahrens Ostertag (-Ebensperger),Chile,CHI,Summer,1956,Melbourne,Athletics,Athletics Women's Javelin Throw,Silver
Thomas Ahrens,Germany,GER,Summer,1964,Tokyo,Rowing,Rowing Men's Coxed Eights,Silver
Matteo Aicardi,Italy,ITA,Summer,2012,London,Water Polo,Water Polo Men's Water Polo,Silver
Matteo Aicardi,Italy,ITA,Summer,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
Mara Magdalena Aicega Amicarelli,Argentina,ARG,Summer,2000,Sydney,Hockey,Hockey Women's Hockey,Silver
Mara Magdalena Aicega Amicarelli,Argentina,ARG,Summer,2004,Athina,Hockey,Hockey Women's Hockey,Bronze
Mara Magdalena Aicega Amicarelli,Argentina,ARG,Summer,2008,Beijing,Hockey,Hockey Women's Hockey,Bronze
Rosaria Aiello,Italy,ITA,Summer,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
Franz Aigner,Austria,AUT,Summer,1924,Paris,Weightlifting,Weightlifting Men's Heavyweight,Silver
Hannes Aigner,Germany,GER,Summer,2012,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
Nobuyuki Aihara,Japan,JPN,Summer,1956,Melbourne,Gymnastics,Gymnastics Men's Team All-Around,Silver
Nobuyuki Aihara,Japan,JPN,Summer,1956,Melbourne,Gymnastics,Gymnastics Men's Floor Exercise,Silver
Nobuyuki Aihara,Japan,JPN,Summer,1960,Roma,Gymnastics,Gymnastics Men's Team All-Around,Gold
Nobuyuki Aihara,Japan,JPN,Summer,1960,Roma,Gymnastics,Gymnastics Men's Floor Exercise,Gold
Yutaka Aihara,Japan,JPN,Summer,1992,Barcelona,Gymnastics,Gymnastics Men's Team All-Around,Bronze
Ryoji Aikawa,Japan,JPN,Summer,2004,Athina,Baseball,Baseball Men's Baseball,Bronze
Alexander Michael Hirst Aikman,Australia,AUS,Summer,1956,Melbourne,Rowing,Rowing Men's Coxed Eights,Bronze
"Charles Benedict ""Ben"" Ainslie",Great Britain,GBR,Summer,1996,Atlanta,Sailing,Sailing Mixed One Person Dinghy,Silver
"Charles Benedict ""Ben"" Ainslie",Great Britain,GBR,Summer,2000,Sydney,Sailing,Sailing Mixed One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",Great Britain,GBR,Summer,2004,Athina,Sailing,Sailing Men's One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",Great Britain,GBR,Summer,2008,Beijing,Sailing,Sailing Mixed One Person Dinghy,Gold
"Charles Benedict ""Ben"" Ainslie",Great Britain,GBR,Summer,2012,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
Kurt Harold Ainsworth,United States,USA,Summer,2000,Sydney,Baseball,Baseball Men's Baseball,Gold
John Creyghton Ainsworth-Davis,Great Britain,GBR,Summer,1920,Antwerpen,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Robin Allingham Aisher,Great Britain,GBR,Summer,1968,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze
"Gordon ""Gord"" Aitchison",Canada,CAN,Summer,1936,Berlin,Basketball,Basketball Men's Basketball,Silver
Frances Helen Aitchison (-Leisk),Great Britain-1,GBR,Summer,1912,Stockholm,Tennis,"Tennis Mixed Doubles, Covered Courts",Silver
Brett Aitken,Australia,AUS,Summer,1992,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Brett Aitken,Australia,AUS,Summer,1996,Atlanta,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Brett Aitken,Australia,AUS,Summer,2000,Sydney,Cycling,Cycling Men's Madison,Gold
Vladimir Atoff,Union des Socits Franais de Sports Athletiques,FRA,Summer,1900,Paris,Rugby,Rugby Men's Rugby,Gold
Artur Surenovych Aivazian,Ukraine,UKR,Summer,2008,Beijing,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
Eirini Andili,Greece,GRE,Summer,2000,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
"Oluwafemi ""Junior"" Ajayi",Nigeria,NGR,Summer,2016,Rio de Janeiro,Football,Football Men's Football,Bronze
Omar Ajete Iglesias,Cuba,CUB,Summer,1992,Barcelona,Baseball,Baseball Men's Baseball,Gold
Omar Ajete Iglesias,Cuba,CUB,Summer,1996,Atlanta,Baseball,Baseball Men's Baseball,Gold
Omar Ajete Iglesias,Cuba,CUB,Summer,2000,Sydney,Baseball,Baseball Men's Baseball,Silver
"Ebenezer Oluwafemi ""Femi"" Ajilore",Nigeria,NGR,Summer,2008,Beijing,Football,Football Men's Football,Silver
Mobolade Abimbola Ajomale,Canada,CAN,Summer,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Chioma Ajunwa (-Opara),Nigeria,NGR,Summer,1996,Atlanta,Athletics,Athletics Women's Long Jump,Gold
Kriss Kezie Uche Chukwu Duru Akabusi,Great Britain,GBR,Summer,1984,Los Angeles,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Kriss Kezie Uche Chukwu Duru Akabusi,Great Britain,GBR,Summer,1992,Barcelona,Athletics,Athletics Men's 400 metres Hurdles,Bronze
Kriss Kezie Uche Chukwu Duru Akabusi,Great Britain,GBR,Summer,1992,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
Kosei Akaishi,Japan,JPN,Summer,1984,Los Angeles,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
Kosei Akaishi,Japan,JPN,Summer,1992,Barcelona,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
Nasuh Akar,Turkey,TUR,Summer,1948,London,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Gold
Hseyin Akba,Turkey,TUR,Summer,1956,Melbourne,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
Hseyin Akba,Turkey,TUR,Summer,1964,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver
Vehbi Akda,Turkey,TUR,Summer,1972,Munich,Wrestling,"Wrestling Men's Featherweight, Freestyle",Silver
Ernst Gunnar kerlund,Sweden,SWE,Summer,1948,London,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Gold
Ernst Gunnar kerlund,Sweden,SWE,Summer,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Silver
Olle Erik Curys kerlund,Bissbi,SWE,Summer,1932,Los Angeles,Sailing,Sailing Mixed 6 metres,Gold
Michelle Anne Akers,United States,USA,Summer,1996,Atlanta,Football,Football Women's Football,Gold
Taha Akgl,Turkey,TUR,Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
Yelena Rabigovna Akhaminova (-Sokolovskaya),Soviet Union,URS,Summer,1980,Moskva,Volleyball,Volleyball Women's Volleyball,Gold
Murodzhon Kakharovich Akhmadaliyev,Uzbekistan,UZB,Summer,2016,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Bronze
Artur Kamilevich Akhmatkhuzin,Russia,RUS,Summer,2016,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
Bakhtiyar Shakhabutdinovich Akhmedov,Russia,RUS,Summer,2008,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Silver
Lyutvi Dzhiber Akhmedov,Bulgaria,BUL,Summer,1964,Tokyo,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
Leyla Begnyazovna Akhmerova,Soviet Union,URS,Summer,1980,Moskva,Hockey,Hockey Women's Hockey,Bronze
Igor Vladimirovich Akhremchik,Soviet Union,URS,Summer,1960,Roma,Rowing,Rowing Men's Coxless Fours,Bronze
Gulraiz Akhtar,Pakistan,PAK,Summer,1968,Mexico City,Hockey,Hockey Men's Hockey,Gold
Naeem Akhtar,Pakistan,PAK,Summer,1984,Los Angeles,Hockey,Hockey Men's Hockey,Gold
John Akii-Bua,Uganda,UGA,Summer,1972,Munich,Athletics,Athletics Men's 400 metres Hurdles,Gold
Anatoly Ivanovich Akimov,Soviet Union,URS,Summer,1972,Munich,Water Polo,Water Polo Men's Water Polo,Gold
Vladimir Ivanovich Akimov,Soviet Union,URS,Summer,1980,Moskva,Water Polo,Water Polo Men's Water Polo,Gold
Morolake Akinosun,United States,USA,Summer,2016,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Foluke Antinuke Akinradewo,United States,USA,Summer,2012,London,Volleyball,Volleyball Women's Volleyball,Silver
Foluke Antinuke Akinradewo,United States,USA,Summer,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
Khadzhimurat Magomedovich Akkayev,Russia,RUS,Summer,2004,Athina,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
Khadzhimurat Magomedovich Akkayev,Russia,RUS,Summer,2008,Beijing,Weightlifting,Weightlifting Men's Middle-Heavyweight,Bronze
Marina Dazmirovna Akobiya,Russia,RUS,Summer,2000,Sydney,Water Polo,Water Polo Women's Water Polo,Bronze
Artur Vladimirovich Akoyev,Unified Team,EUN,Summer,1992,Barcelona,Weightlifting,Weightlifting Men's Heavyweight II,Silver
Daniel Akpeyi,Nigeria,NGR,Summer,2016,Rio de Janeiro,Football,Football Men's Football,Bronze
Monica Aksamit,United States,USA,Summer,2016,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Bronze
Liudmyla Vasylivna Aksenova (Shapovalova-),Soviet Union,URS,Summer,1976,Montreal,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
Aleksandr Timofeyevich Aksinin,Soviet Union,URS,Summer,1976,Montreal,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
Aleksandr Timofeyevich Aksinin,Soviet Union,URS,Summer,1980,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Nikolay Aleksandrovich Aksyonov,Russia,RUS,Summer,1996,Atlanta,Rowing,Rowing Men's Coxed Eights,Bronze
Irina Anatolyevna Aksyonova,Soviet Union,URS,Summer,1980,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
Vladyslav Ivanovych Akymenko,Soviet Union,URS,Summer,1976,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Silver
Naser Al Shami,Syria,SYR,Summer,2004,Athina,Boxing,Boxing Men's Heavyweight,Bronze
Nasser Salih Nasser Abdullah Al-Attiya,Qatar,QAT,Summer,2012,London,Shooting,Shooting Men's Skeet,Bronze
Fehaid Al-Deehani,Kuwait,KUW,Summer,2000,Sydney,Shooting,Shooting Men's Double Trap,Bronze
Fehaid Al-Deehani,Kuwait,KUW,Summer,2012,London,Shooting,Shooting Men's Trap,Bronze
Fehaid Al-Deehani,Individual Olympic Athletes,IOA,Summer,2016,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Gold
Ramzy Al-Duhami,Saudi Arabia,KSA,Summer,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Khaled Al-Eid,Saudi Arabia,KSA,Summer,2000,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
Abdul Rashid Al-Hasan,Pakistan,PAK,Summer,1984,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Ahmed bin Hasher Al-Maktoum,United Arab Emirates,UAE,Summer,2004,Athina,Shooting,Shooting Men's Double Trap,Gold
Abdullah Al-Rashidi,Individual Olympic Athletes,IOA,Summer,2016,Rio de Janeiro,Shooting,Shooting Men's Skeet,Bronze
Prince Abdullah Bin Moteb Al-Saud,Saudi Arabia,KSA,Summer,2012,London,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
Hadi Soua'an Al-Somaily Jaadan,Saudi Arabia,KSA,Summer,2000,Sydney,Athletics,Athletics Men's 400 metres Hurdles,Silver
Marina Alabau Neira,Spain,ESP,Summer,2012,London,Sailing,Sailing Women's Windsurfer,Gold
Armenak Alachachyan,Soviet Union,URS,Summer,1964,Tokyo,Basketball,Basketball Men's Basketball,Silver
Arsen Shakhlamazovich Alakhverdiyev,Soviet Union,URS,Summer,1972,Munich,Wrestling,"Wrestling Men's Flyweight, Freestyle",Silver
Noor Alam,Pakistan,PAK,Summer,1956,Melbourne,Hockey,Hockey Men's Hockey,Silver
Noor Alam,Pakistan,PAK,Summer,1960,Roma,Hockey,Hockey Men's Hockey,Gold
Vladan Alanovi,Croatia,CRO,Summer,1992,Barcelona,Basketball,Basketball Men's Basketball,Silver
Fabio Albarelli,Italy,ITA,Summer,1968,Mexico City,Sailing,Sailing Mixed One Person Dinghy,Bronze
Pierre Henri Maurice Albarran,France-3,FRA,Summer,1920,Antwerpen,Tennis,Tennis Men's Doubles,Bronze
Ruslan Vladimirovich Albegov,Russia,RUS,Summer,2012,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
David Albelda Aliqus,Spain,ESP,Summer,2000,Sydney,Football,Football Men's Football,Silver
Reinhard Alber,West Germany,FRG,Summer,1984,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
Alberto Alberani Samaritani,Italy,ITA,Summer,1976,Montreal,Water Polo,Water Polo Men's Water Polo,Silver
A. Albert,Union des Socits Franais de Sports Athletiques,FRA,Summer,1900,Paris,Rugby,Rugby Men's Rugby,Gold
Auguste Albert,Martha-1,FRA,Summer,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,Silver
Auguste Albert,Martha-1,FRA,Summer,1900,Paris,Sailing,Sailing Mixed 1-2 Ton,Bronze
Flrin Albert,Hungary,HUN,Summer,1960,Roma,Football,Football Men's Football,Bronze
Nely Carla Alberto Francisca,Spain,ESP,Summer,2012,London,Handball,Handball Women's Handball,Bronze
Georg Albert Christian Albertsen,Denmark,DEN,Summer,1920,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Gold
Ebbe Gustav Bertil Albertsson (-Andersson),Sweden,SWE,Summer,1948,London,Athletics,"Athletics Men's 10,000 metres",Bronze
Abramo Albini,Italy,ITA,Summer,1968,Mexico City,Rowing,Rowing Men's Coxless Fours,Bronze
Islam-Beka Said-Tsilimovich Albiyev,Russia,RUS,Summer,2008,Beijing,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Gold
mile Albrecht,Switzerland,SUI,Summer,1924,Paris,Rowing,Rowing Men's Coxless Fours,Bronze
mile Albrecht,Switzerland,SUI,Summer,1924,Paris,Rowing,Rowing Men's Coxed Fours,Gold
John Robert Albrechtson,Sweden,SWE,Summer,1976,Montreal,Sailing,Sailing Mixed Two Person Keelboat,Gold
"David Donald ""Dave"" Albritton",United States,USA,Summer,1936,Berlin,Athletics,Athletics Men's High Jump,Silver
Anatoly Mikhaylovich Albul,Soviet Union,URS,Summer,1960,Roma,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
Aldair Nascimento dos Santos,Brazil,BRA,Summer,1996,Atlanta,Football,Football Men's Football,Bronze
Andrs Aldama Cabrera,Cuba,CUB,Summer,1976,Montreal,Boxing,Boxing Men's Light-Welterweight,Silver
Andrs Aldama Cabrera,Cuba,CUB,Summer,1980,Moskva,Boxing,Boxing Men's Welterweight,Gold
Cyril Albert Alden,Great Britain,GBR,Summer,1920,Antwerpen,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
Cyril Albert Alden,Great Britain,GBR,Summer,1920,Antwerpen,Cycling,Cycling Men's 50 kilometres,Silver
Cyril Albert Alden,Great Britain,GBR,Summer,1924,Paris,Cycling,Cycling Men's 50 kilometres,Silver
"Frederick Pitt ""Fred"" Alderman",United States,USA,Summer,1928,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
"Joan ""Jody"" Alderson (-Braskamp)",United States,USA,Summer,1952,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
David Alegre Biosca,Spain,ESP,Summer,2008,Beijing,Hockey,Hockey Men's Hockey,Silver
Ramn Alegre Biosca,Spain,ESP,Summer,2008,Beijing,Hockey,Hockey Men's Hockey,Silver
Jo Qesem Ayela Aleh,New Zealand,NZL,Summer,2012,London,Sailing,Sailing Women's Two Person Dinghy,Gold
Jo Qesem Ayela Aleh,New Zealand,NZL,Summer,2016,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Silver
Virgilijus Alekna,Lithuania,LTU,Summer,2000,Sydney,Athletics,Athletics Men's Discus Throw,Gold
Virgilijus Alekna,Lithuania,LTU,Summer,2004,Athina,Athletics,Athletics Men's Discus Throw,Gold
Virgilijus Alekna,Lithuania,LTU,Summer,2008,Beijing,Athletics,Athletics Men's Discus Throw,Bronze
Rumen Aleksandrov,Bulgaria,BUL,Summer,1980,Moskva,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
Larisa Aleksandrova-Popova,Soviet Union,URS,Summer,1976,Montreal,Rowing,Rowing Women's Coxed Quadruple Sculls,Silver
Larisa Aleksandrova-Popova,Soviet Union,URS,Summer,1980,Moskva,Rowing,Rowing Women's Double Sculls,Gold
Artur Aleksanyan,Armenia,ARM,Summer,2012,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
Artur Aleksanyan,Armenia,ARM,Summer,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
Vasily Ivanovich Alekseyev,Soviet Union,URS,Summer,1972,Munich,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Vasily Ivanovich Alekseyev,Soviet Union,URS,Summer,1976,Montreal,Weightlifting,Weightlifting Men's Super-Heavyweight,Gold
Galina Aleksandrovna Alekseyeva,Soviet Union,URS,Summer,1964,Tokyo,Diving,Diving Women's Platform,Bronze
Milan Aleksi,Serbia,SRB,Summer,2012,London,Water Polo,Water Polo Men's Water Polo,Bronze
Milan Aleksi,Serbia,SRB,Summer,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
Alessandra dos Santos de Oliveira,Brazil,BRA,Summer,1996,Atlanta,Basketball,Basketball Women's Basketball,Silver
Alessandra dos Santos de Oliveira,Brazil,BRA,Summer,2000,Sydney,Basketball,Basketball Women's Basketball,Bronze
Hugh Vincenzo Alessandroni,United States,USA,Summer,1932,Los Angeles,Fencing,"Fencing Men's Foil, Team",Bronze
Karl Theophil Christian Aletter,Germany,GER,Summer,1932,Los Angeles,Rowing,Rowing Men's Coxless Fours,Silver
Alex Sandro Lobo Silva,Brazil,BRA,Summer,2012,London,Football,Football Men's Football,Silver
Gustav Bernhard Franck Alexander,Great Britain,GBR,Summer,1908,London,Lacrosse,Lacrosse Men's Lacrosse,Silver
Lisa Alexander,Canada,CAN,Summer,1996,Atlanta,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
Michael O'Donel Bjarne Alexander,Great Britain,GBR,Summer,1960,Roma,Fencing,"Fencing Men's epee, Team",Silver
Buffy-Lynne Alexander-Williams,Canada,CAN,Summer,2000,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
Marc Robert Alexandre,France,FRA,Summer,1984,Los Angeles,Judo,Judo Men's Half-Lightweight,Bronze
Marc Robert Alexandre,France,FRA,Summer,1988,Seoul,Judo,Judo Men's Lightweight,Gold
"Alexandre ""Alexandre Pato"" Rodrigues da Silva",Brazil,BRA,Summer,2008,Beijing,Football,Football Men's Football,Bronze
"Alexandre ""Alexandre Pato"" Rodrigues da Silva",Brazil,BRA,Summer,2012,London,Football,Football Men's Football,Silver
Constantin Alexandru,Romania,ROU,Summer,1980,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
Ion Alexe,Romania,ROU,Summer,1972,Munich,Boxing,Boxing Men's Heavyweight,Silver
Vladimir Petrovich Aleynik,Soviet Union,URS,Summer,1976,Montreal,Diving,Diving Men's Platform,Bronze
Vladimir Petrovich Aleynik,Soviet Union,URS,Summer,1980,Moskva,Diving,Diving Men's Platform,Silver
Yevgeny Vasilyevich Aleynikov,Russia,RUS,Summer,2000,Sydney,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze
Abdoul Razak Issoufou Alfaga,Niger,NIG,Summer,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Silver
Lidiya Nikolayevna Alfeyeva,Soviet Union,URS,Summer,1976,Montreal,Athletics,Athletics Women's Long Jump,Bronze
Alfonso Prez Muoz,Spain,ESP,Summer,1992,Barcelona,Football,Football Men's Football,Gold
"Stephen Todd ""Steve"" Alford",United States,USA,Summer,1984,Los Angeles,Basketball,Basketball Men's Basketball,Gold
Axel Alfredsson,Sweden,SWE,Summer,1924,Paris,Football,Football Men's Football,Bronze
Max Ferdinand Alfthan,Heatherbell,FIN,Summer,1912,Stockholm,Sailing,Sailing Mixed 12 metres,Bronze
"Zenny ""Algodo"" de Azevedo",Brazil,BRA,Summer,1948,London,Basketball,Basketball Men's Basketball,Bronze
"Zenny ""Algodo"" de Azevedo",Brazil,BRA,Summer,1960,Roma,Basketball,Basketball Men's Basketball,Bronze
Sara Anneli Algotsson Ostholt,Sweden,SWE,Summer,2012,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
Nasir Ali,Pakistan,PAK,Summer,1984,Los Angeles,Hockey,Hockey Men's Hockey,Gold
Nia Sifaatihii Ali,United States,USA,Summer,2016,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Silver
Shaukat Ali,India,IND,Summer,1928,Amsterdam,Hockey,Hockey Men's Hockey,Gold
Syed Mushtaq Ali,India,IND,Summer,1964,Tokyo,Hockey,Hockey Men's Hockey,Gold
mile Ali Khan,France,FRA,Summer,1920,Antwerpen,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
Rahim Aliabadi,Iran,IRI,Summer,1972,Munich,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Silver
Gaston Jules Louis Antoine Alibert,France,FRA,Summer,1908,London,Fencing,"Fencing Men's epee, Individual",Gold
Gaston Jules Louis Antoine Alibert,France,FRA,Summer,1908,London,Fencing,"Fencing Men's epee, Team",Gold
